UnitCode,ParkName,Date,Comments,Year,MonthName,MonthNumber,Prompt,WordCount,TokenCount,CharacterCount,Output
FRSP,Fredericksburg & Spotsylvania NMP,2019-12-01,Traffic counts based on data from past two years.  Traffic counters are in the process of being replaced,2019,December,12,"Comment for December:
Traffic counts based on data from past two years.  Traffic counters are in the process of being replaced",21,24,126,December: No Closures.
FRSP,Fredericksburg & Spotsylvania NMP,2016-03-01,"Salem Church Still Closed Jackson Shrine Open Weekends until March 17, then 7 days a week",2016,March,3,"Comment for March:
Salem Church Still Closed Jackson Shrine Open Weekends until March 17, then 7 days a week",19,25,108,"March: Salem Church closed, Jackson Shrine open weekends until March 17, then 7 days a week."
FRSP,Fredericksburg & Spotsylvania NMP,2019-08-01,Traffic counts are based on average for last several years.  All of the park's counters have malfunctioned.,2019,August,8,"Comment for August:
Traffic counts are based on average for last several years.  All of the park's counters have malfunctioned.",20,26,127,August: No Closures.
FRSP,Fredericksburg & Spotsylvania NMP,2019-07-01,"Counters at North Lee, Bullock, Grant Drive defective. Counts based on proportion of change shown on functioning counters",2019,July,7,"Comment for July:
Counters at North Lee, Bullock, Grant Drive defective. Counts based on proportion of change shown on functioning counters",21,27,139,July: No Closures.
FRSP,Fredericksburg & Spotsylvania NMP,2019-11-01,"Traffic counters remain out of order. Counts are estimated based on prior years, combined with observations on visitation elsewhere near the road in question.",2019,November,11,"Comment for November:
Traffic counters remain out of order. Counts are estimated based on prior years, combined with observations on visitation elsewhere near the road in question.",27,32,180,November: No Closures.
FRSP,Fredericksburg & Spotsylvania NMP,2019-10-01,Traffic counts are estimates based on present in-building visitation and recent history of counts. Our traffic counters are currently broken. All of them.,2019,October,10,"Comment for October:
Traffic counts are estimates based on present in-building visitation and recent history of counts. Our traffic counters are currently broken. All of them.",26,32,175,October: No Closures.
FRSP,Fredericksburg & Spotsylvania NMP,2019-09-01,"Traffic counts estimated based on last year's numbers, weighted according to change in in-building visitation.  Traffic counters park-wide are being replaced.",2019,September,9,"Comment for September:
Traffic counts estimated based on last year's numbers, weighted according to change in in-building visitation.  Traffic counters park-wide are being replaced.",24,33,181,September: No Closures.
FRSP,Fredericksburg & Spotsylvania NMP,2016-05-01,Major special event:  Illumination of the National Cemetery Event 2:  Special weekend at Ellwood Event 3:  Battle Anniversaries,2016,May,5,"Comment for May:
Major special event:  Illumination of the National Cemetery Event 2:  Special weekend at Ellwood Event 3:  Battle Anniversaries",21,34,144,May: No Closures.
FRSP,Fredericksburg & Spotsylvania NMP,2016-01-01,Ellwood and Salem Church closed. Park closed four (4) days due to snow storm. Inclement weather severely curtailed Sunken Road and Jackson Wounding (CVC) walking tours.,2016,January,1,"Comment for January:
Ellwood and Salem Church closed. Park closed four (4) days due to snow storm. Inclement weather severely curtailed Sunken Road and Jackson Wounding (CVC) walking tours.",29,44,189,January: Ellwood and Salem Church were closed. Sunken Road and Jackson Wounding walking tours were severely affected by inclement weather. Park was closed for four days due to a snowstorm.
FRSP,Fredericksburg & Spotsylvania NMP,2007-07-01,"Visits to Chancellorsville Visitor Center suffered,for 2 days, due to paving of parking lot and the Wilderness Exhibit Shelter WES)was closed for 4 days due to paving.",2007,July,7,"Comment for July:
Visits to Chancellorsville Visitor Center suffered,for 2 days, due to paving of parking lot and the Wilderness Exhibit Shelter WES)was closed for 4 days due to paving.",30,44,185,"July: Chancellorsville Visitor Center had reduced visits for 2 days due to parking lot paving, and the Wilderness Exhibit Shelter was closed for 4 days for the same reason."
FRSP,Fredericksburg & Spotsylvania NMP,2007-02-01,We were closed 1 1/2 days due to inclement weather.  We opened 2 hours late on another day and closed 1 hour early on another - all due to inclement weather.,2007,February,2,"Comment for February:
We were closed 1 1/2 days due to inclement weather.  We opened 2 hours late on another day and closed 1 hour early on another - all due to inclement weather.",34,46,179,February: No Closures.
FEHA,Federal Hall NMEM,2007-12-01,Building closed on 25 December.,2007,December,12,"Comment for December:
Building closed on 25 December.",8,11,53,December: Building closed on 25 December.
FEHA,Federal Hall NMEM,2008-12-01,Early closures 24 and 31 December,2008,December,12,"Comment for December:
Early closures 24 and 31 December",9,12,55,December: No Closures.
FEHA,Federal Hall NMEM,2008-10-01,"Outside events include anit-bailout, anti-war demonstrations",2008,October,10,"Comment for October:
Outside events include anit-bailout, anti-war demonstrations",9,16,81,October: No Closures.
FEHA,Federal Hall NMEM,2008-08-01,Special Program - American Revolution/Junior Ranger Saturday 23 August,2008,August,8,"Comment for August:
Special Program - American Revolution/Junior Ranger Saturday 23 August",12,17,90,August: No Closures.
FEHA,Federal Hall NMEM,2008-06-01,12 June - Senator John McCain held a press conference on site.,2008,June,6,"Comment for June:
12 June - Senator John McCain held a press conference on site.",15,17,80,June: No Closures.
FEHA,Federal Hall NMEM,2008-01-01,Site closed on:  1 January - New Years Day 21 January - Martin Luther King Day,2008,January,1,"Comment for January:
Site closed on:  1 January - New Years Day 21 January - Martin Luther King Day",19,24,99,January: No Closures.
FEHA,Federal Hall NMEM,2007-10-01,6 October o Open House New York.  Special Programs on 18 and 19th Century New York City history.,2007,October,10,"Comment for October:
6 October o Open House New York.  Special Programs on 18 and 19th Century New York City history.",21,28,117,October: No Closures.
FEHA,Federal Hall NMEM,2013-11-01,"Evacuation Day was celebrated - November 25, 2013  Unvaling of Renovated GW Statue",2013,November,11,"Comment for November:
Evacuation Day was celebrated - November 25, 2013  Unvaling of Renovated GW Statue",16,28,104,November: No Closures.
FEHA,Federal Hall NMEM,2008-02-01,Site Closed 18 February.  Washington's Birthday. Homeland Security Conference held at site 12 February. Long Range Interpretive Planning Mtg.  28 February.,2008,February,2,"Comment for February:
Site Closed 18 February.  Washington's Birthday. Homeland Security Conference held at site 12 February. Long Range Interpretive Planning Mtg.  28 February.",24,38,177,"February: Site closed on 18th for Washington's Birthday, and on 12th for Homeland Security Conference. Long Range Interpretive Planning Meeting held on 28th."
FEHA,Federal Hall NMEM,2013-07-01,"Federal Hall was closed from July 8, 2013 - July 25, 2013  and July 30-31, 2013 due to maintenance issues with the HVAC system. ",2013,July,7,"Comment for July:
Federal Hall was closed from July 8, 2013 - July 25, 2013  and July 30-31, 2013 due to maintenance issues with the HVAC system. ",27,45,146,July: Federal Hall was closed for a significant portion of the month due to maintenance issues with the HVAC system.
FEHA,Federal Hall NMEM,2008-11-01,"		13 November - Visit by President of the United States. 25 November -  Commemoration of the 225th Ann. of the Evacuation of New York 1783. FYI: numerous permits issued for rallies & protests since September, some related to the financial meltdown. 		",2008,November,11,"Comment for November:
		13 November - Visit by President of the United States. 25 November -  Commemoration of the 225th Ann. of the Evacuation of New York 1783. FYI: numerous permits issued for rallies & protests since September, some related to the financial meltdown. 		",44,65,273,November: No Closures.
BOWA,Booker T. Washington NM,2007-03-01,Broken Counter - Battery died,2007,March,3,"Comment for March:
Broken Counter - Battery died",8,9,48,March: No Closures.
BOWA,Booker T. Washington NM,2014-02-01,Park closed and had delayed openings a few days due to inclement weather.,2014,February,2,"Comment for February:
Park closed and had delayed openings a few days due to inclement weather.",16,19,95,February: Park closed and had delayed openings a few days due to inclement weather.
BOWA,Booker T. Washington NM,2009-06-01,Park hosted Juneteenth Special Event on June 20.  Increase monthly visitation.,2009,June,6,"Comment for June:
Park hosted Juneteenth Special Event on June 20.  Increase monthly visitation.",14,22,96,June: No Closures.
BOWA,Booker T. Washington NM,2014-01-01,"The park closed New Year's Day, MLK, Jr. Day and was not open for 3 days due to inclement weather conditions.",2014,January,1,"Comment for January:
The park closed New Year's Day, MLK, Jr. Day and was not open for 3 days due to inclement weather conditions.",24,33,130,"January: The park was closed on New Year's Day and MLK, Jr. Day, and experienced a 3-day closure due to inclement weather conditions."
SAGA,Saint-Gaudens NHP,2018-10-01,Hoping for trail counters so that I can have a more accurate count in the future!,2018,October,10,"Comment for October:
Hoping for trail counters so that I can have a more accurate count in the future!",19,22,102,October: No Closures.
